public_date,gicdesc,bm_Mean,CAPEI_Mean,GProf_Mean,npm_Mean,roa_Mean,roe_Mean,totdebt_invcap_Mean
2021-01-31,Communication Services,0.910,-79.647,0.304,-0.677,-0.029,-0.301,0.561
2021-01-31,Consumer Discretionary,0.732,-241.75,0.360,-1.642,0.008,-0.184,0.769
2021-01-31,Consumer Staples,0.605,-8.487,0.420,-0.284,0.072,-0.059,0.517
2021-01-31,Energy,2.289,-173.62,0.021,-0.987,-0.046,-0.540,0.517
2021-01-31,Financials,1.263,42.887,0.065,0.138,0.038,0.120,0.602
2021-01-31,Health Care,0.377,11.771,0.030,-40.218,-0.619,-1.099,0.481
2021-01-31,Industrials,0.722,30.631,0.222,-2.360,0.043,-0.416,0.523
2021-01-31,Information Technology,0.408,-21.400,0.324,2.052,0.007,-0.181,0.446
2021-01-31,Materials,1.106,63.436,0.174,-0.096,0.055,0.014,-412.21
2021-01-31,Real Estate,1.137,-30.427,0.107,0.229,0.007,-0.007,0.415
2021-01-31,Utilities,0.689,20.763,0.083,-0.960,0.080,0.062,0.603
2021-02-28,Communication Services,0.709,39.218,0.259,-0.782,0.011,-0.181,6.256
2021-02-28,Consumer Discretionary,0.579,-34.628,0.338,-0.909,0.055,-0.108,0.697
2021-02-28,Consumer Staples,0.521,-36.737,0.416,-0.161,0.067,0.012,0.482
2021-02-28,Energy,1.497,14.248,-0.027,-1.230,-0.065,-0.389,0.519
2021-02-28,Financials,0.991,8.901,0.064,0.131,0.040,0.097,0.496
2021-02-28,Health Care,0.316,12.002,0.032,-42.311,-0.332,-0.725,0.760
2021-02-28,Industrials,0.551,44.454,0.237,-12.384,0.043,-0.040,0.512
2021-02-28,Information Technology,0.334,-68.503,0.311,1.868,0.015,-0.139,0.415
2021-02-28,Materials,0.820,23.085,0.174,-0.072,0.063,-0.011,0.492
2021-02-28,Real Estate,0.882,-25.991,0.076,0.076,0.017,0.015,0.447
2021-02-28,Utilities,0.635,30.487,0.081,-0.930,0.079,0.068,0.597
2021-03-31,Communication Services,0.711,40.598,0.261,-0.771,0.018,-0.165,6.217
2021-03-31,Consumer Discretionary,0.518,-36.673,0.338,-0.904,0.057,-0.105,0.694
2021-03-31,Consumer Staples,0.509,-27.263,0.414,-0.173,0.064,0.012,0.479
2021-03-31,Energy,1.461,14.892,-0.021,-1.214,-0.060,-0.392,0.521
2021-03-31,Financials,0.992,8.978,0.064,0.132,0.040,0.098,0.500
2021-03-31,Health Care,0.314,14.975,0.031,-41.055,-0.333,-0.726,0.755
2021-03-31,Industrials,0.538,43.178,0.236,-12.137,0.042,-0.036,0.517
2021-03-31,Information Technology,0.322,-51.283,0.306,1.899,0.016,-0.103,0.423
2021-03-31,Materials,0.818,23.598,0.174,-0.072,0.064,-0.010,0.492
2021-03-31,Real Estate,0.891,-8.268,0.076,0.037,0.015,0.018,0.442
2021-03-31,Utilities,0.627,32.535,0.082,-0.916,0.079,0.068,0.593
2021-04-30,Communication Services,0.699,37.307,0.256,-0.875,0.012,-0.190,6.222
2021-04-30,Consumer Discretionary,0.515,-33.862,0.338,-1.579,0.057,-0.104,0.692
2021-04-30,Consumer Staples,0.505,-36.861,0.414,-0.173,0.063,0.014,0.476
2021-04-30,Energy,1.411,17.074,-0.020,-1.196,-0.060,-0.392,0.517
2021-04-30,Financials,0.991,10.507,0.064,0.132,0.040,0.098,0.504
2021-04-30,Health Care,0.312,15.864,0.032,-39.521,-0.359,-0.725,0.755
2021-04-30,Industrials,0.534,43.732,0.237,-12.137,0.042,-0.038,0.517
2021-04-30,Information Technology,0.319,-57.115,0.306,1.832,0.015,-0.100,0.429
2021-04-30,Materials,0.806,24.813,0.173,-0.071,0.061,-0.011,0.494
2021-04-30,Real Estate,0.874,-3.476,0.077,-0.007,0.015,0.010,0.442
2021-04-30,Utilities,0.628,32.823,0.083,-0.906,0.079,0.070,0.593
2021-05-31,Communication Services,0.521,41.942,0.246,-0.927,-0.003,-0.205,6.065
2021-05-31,Consumer Discretionary,0.450,116.598,0.353,-34.104,0.065,-0.115,0.681
2021-05-31,Consumer Staples,0.454,97.291,0.430,-0.196,-0.023,0.041,0.478
2021-05-31,Energy,0.988,9.227,0.052,-1.517,-0.014,-0.753,0.612
2021-05-31,Financials,0.830,35.539,0.071,0.172,0.047,0.159,0.508
2021-05-31,Health Care,0.307,15.787,0.034,-60.649,-0.400,-0.968,0.329
2021-05-31,Industrials,0.456,24.643,0.234,-29.818,0.047,-0.071,0.904
2021-05-31,Information Technology,0.288,-128.04,0.312,-2.369,0.010,-1.637,0.428
2021-05-31,Materials,0.624,6.466,0.185,-0.051,0.070,0.043,0.473
2021-05-31,Real Estate,0.774,-23.397,0.088,-0.094,0.006,0.014,0.441
2021-05-31,Utilities,0.605,3.231,0.084,-0.481,0.079,0.070,0.596
2021-06-30,Communication Services,0.517,46.931,0.243,-0.936,-0.007,-0.246,6.068
2021-06-30,Consumer Discretionary,0.435,125.146,0.361,-34.252,0.072,-0.070,0.684
2021-06-30,Consumer Staples,0.449,96.287,0.430,-0.194,-0.022,0.028,0.483
2021-06-30,Energy,0.987,9.384,0.052,-0.867,-0.016,-0.753,0.609
2021-06-30,Financials,0.829,32.932,0.071,0.173,0.047,0.161,0.508
2021-06-30,Health Care,0.306,14.584,0.037,-60.192,-0.399,-0.970,0.338
2021-06-30,Industrials,0.445,21.988,0.234,-30.077,0.047,-0.069,0.902
2021-06-30,Information Technology,0.285,-132.06,0.317,-2.332,0.010,-1.598,0.426
2021-06-30,Materials,0.622,7.209,0.183,-0.194,0.066,0.048,0.473
2021-06-30,Real Estate,0.771,-31.510,0.097,-0.102,0.002,0.014,0.443
2021-06-30,Utilities,0.605,5.079,0.084,-0.481,0.079,0.070,0.596
2021-07-31,Communication Services,0.504,47.373,0.255,-0.928,-0.011,-0.292,6.018
2021-07-31,Consumer Discretionary,0.433,102.438,0.367,-33.378,0.073,-0.108,0.684
2021-07-31,Consumer Staples,0.448,88.162,0.429,-3.398,-0.327,0.029,0.480
2021-07-31,Energy,0.987,8.954,0.051,-0.870,-0.018,-0.763,0.613
2021-07-31,Financials,0.828,33.117,0.071,0.173,0.047,0.161,0.507
2021-07-31,Health Care,0.307,14.861,0.039,-60.343,-0.404,-0.979,0.305
2021-07-31,Industrials,0.442,22.578,0.237,-30.059,0.047,-0.021,0.889
2021-07-31,Information Technology,0.285,-119.03,0.320,-3.261,0.010,-1.593,0.437
2021-07-31,Materials,0.618,6.223,0.182,-0.193,0.062,0.045,0.469
2021-07-31,Real Estate,0.771,-26.863,0.097,-0.102,0.002,0.014,0.443
2021-07-31,Utilities,0.605,6.685,0.084,-0.481,0.080,0.070,0.596
2021-08-31,Communication Services,0.481,-14.458,0.273,-0.801,0.000,-0.233,5.964
2021-08-31,Consumer Discretionary,0.426,17.412,0.383,-17.197,0.086,0.019,-0.032
2021-08-31,Consumer Staples,0.434,-62.226,0.425,-3.393,-0.201,0.064,0.469
2021-08-31,Energy,0.800,-3.765,0.105,-0.740,0.033,-0.708,0.454
2021-08-31,Financials,0.827,17.765,0.075,0.229,0.051,0.159,0.478
2021-08-31,Health Care,0.315,-0.402,0.047,-65.092,-0.374,-0.945,0.487
2021-08-31,Industrials,0.439,12.101,0.248,-1000.3,0.015,-0.095,0.571
2021-08-31,Information Technology,0.282,-22.250,0.317,-25.354,0.013,-0.084,0.440
2021-08-31,Materials,0.574,-2.229,0.202,-0.120,0.081,0.100,0.431
2021-08-31,Real Estate,0.734,-54.850,0.100,-0.638,0.009,-0.024,0.427
2021-08-31,Utilities,0.612,29.575,0.084,-0.665,0.079,0.076,0.593
2021-09-30,Communication Services,0.480,-10.751,0.274,-0.793,-0.001,-0.233,5.993
2021-09-30,Consumer Discretionary,0.419,20.023,0.396,-16.992,0.090,-0.039,-0.039
2021-09-30,Consumer Staples,0.432,-70.248,0.434,-3.369,-0.198,0.065,0.458
2021-09-30,Energy,0.809,-4.503,0.106,-0.732,0.034,-0.706,0.455
2021-09-30,Financials,0.824,18.938,0.076,0.225,0.051,0.160,0.480
2021-09-30,Health Care,0.316,-2.276,0.043,-65.087,-0.393,-0.945,0.478
2021-09-30,Industrials,0.440,11.167,0.248,-996.19,0.014,-0.094,0.574
2021-09-30,Information Technology,0.279,-0.807,0.317,-24.864,0.001,-0.124,0.453
2021-09-30,Materials,0.577,-2.856,0.202,-0.121,0.081,0.097,0.428
2021-09-30,Real Estate,0.700,-27.642,0.110,-0.657,0.009,-0.024,0.526
2021-09-30,Utilities,0.612,26.428,0.084,-0.665,0.079,0.076,0.593
2021-10-31,Communication Services,0.486,-14.489,0.277,-0.771,0.001,-0.225,5.847
2021-10-31,Consumer Discretionary,0.396,20.751,0.395,-17.084,0.090,-0.041,-0.041
2021-10-31,Consumer Staples,0.431,-74.539,0.434,-3.330,-0.198,0.053,0.456
2021-10-31,Energy,0.803,-3.947,0.107,-0.718,0.031,-0.687,0.452
2021-10-31,Financials,0.825,18.058,0.076,0.215,0.051,0.160,0.482
2021-10-31,Health Care,0.316,-2.209,0.042,-65.308,-0.409,-0.945,0.472
2021-10-31,Industrials,0.440,9.909,0.246,-996.22,0.010,-0.085,0.574
2021-10-31,Information Technology,0.277,4.446,0.317,-25.114,-0.004,-0.128,0.450
2021-10-31,Materials,0.580,-1.484,0.202,-0.122,0.081,0.091,0.427
2021-10-31,Real Estate,0.700,-38.877,0.110,-0.657,0.009,-0.024,0.526
2021-10-31,Utilities,0.612,26.816,0.084,-0.660,0.079,0.076,0.593
2021-11-30,Communication Services,0.522,-43.380,0.293,-0.566,0.004,-0.122,5.776
2021-11-30,Consumer Discretionary,0.436,31.038,0.398,-15.515,0.086,-0.260,0.602
2021-11-30,Consumer Staples,0.483,-34.986,0.431,-3.289,-0.008,-0.046,0.423
2021-11-30,Energy,0.848,4.771,0.137,-0.690,0.061,-0.479,0.776
2021-11-30,Financials,0.845,13.804,0.075,0.218,0.051,0.106,0.462
2021-11-30,Health Care,0.355,-12.633,0.044,-124.08,-0.330,-0.734,0.292
2021-11-30,Industrials,0.476,-69.787,0.244,-1386.8,0.036,0.000,0.459
2021-11-30,Information Technology,0.302,-73.329,0.311,-4.410,-0.022,0.142,0.421
2021-11-30,Materials,0.637,20.982,0.215,-0.100,0.095,0.118,0.429
2021-11-30,Real Estate,0.714,-621.67,0.112,-0.339,0.017,0.053,0.463
2021-11-30,Utilities,0.629,24.919,0.083,-0.739,0.079,0.090,0.593
2021-12-31,Communication Services,0.527,-44.008,0.294,-0.570,0.004,-0.125,5.805
2021-12-31,Consumer Discretionary,0.436,52.481,0.397,-16.071,0.077,-0.247,0.602
2021-12-31,Consumer Staples,0.485,-26.855,0.431,-3.266,-0.007,-0.046,0.424
2021-12-31,Energy,0.856,5.100,0.134,-0.693,0.057,-0.471,0.777
2021-12-31,Financials,0.843,13.940,0.075,0.210,0.050,0.115,0.462
2021-12-31,Health Care,0.355,-12.990,0.047,-123.00,-0.374,-0.731,0.651
2021-12-31,Industrials,0.480,-68.919,0.243,-1381.2,0.025,-0.001,0.457
2021-12-31,Information Technology,0.303,-83.261,0.314,-4.370,-0.021,0.181,0.416
2021-12-31,Materials,0.636,23.067,0.214,-0.100,0.096,0.121,0.430
2021-12-31,Real Estate,0.732,-603.91,0.119,-1.314,0.021,0.028,0.471
2021-12-31,Utilities,0.629,27.033,0.083,-0.739,0.079,0.090,0.593
2022-01-31,Communication Services,0.531,-34.399,0.306,-1.495,-0.011,-0.126,5.633
2022-01-31,Consumer Discretionary,0.436,48.179,0.395,-21.520,0.063,-0.194,0.610
2022-01-31,Consumer Staples,0.468,-8.717,0.434,-3.248,-0.010,-0.047,0.433
2022-01-31,Energy,0.856,6.052,0.134,-0.693,0.057,-0.471,0.777
2022-01-31,Financials,0.842,14.327,0.075,0.208,0.050,0.116,0.462
2022-01-31,Health Care,0.355,-13.119,0.038,-125.15,-0.392,-0.740,0.649
2022-01-31,Industrials,0.481,-65.722,0.243,-1372.8,0.021,-0.040,0.456
2022-01-31,Information Technology,0.307,-112.81,0.323,-4.315,-0.023,0.179,0.419
2022-01-31,Materials,0.636,18.770,0.213,-0.100,0.095,0.121,0.428
2022-01-31,Real Estate,0.732,-480.95,0.119,-1.314,0.021,0.028,0.471
2022-01-31,Utilities,0.629,25.303,0.084,-0.738,0.079,0.090,0.593
2022-02-28,Communication Services,0.590,584.106,0.277,-0.942,-0.017,-0.102,0.517
2022-02-28,Consumer Discretionary,0.468,21.805,0.375,-14.130,0.075,0.113,0.599
2022-02-28,Consumer Staples,0.458,87.365,0.403,-0.930,0.019,0.020,0.458
2022-02-28,Energy,0.958,2.126,0.171,-0.589,0.104,-0.017,0.442
2022-02-28,Financials,0.828,17.521,0.072,0.186,0.047,0.089,0.408
2022-02-28,Health Care,0.447,5.619,0.028,-43.181,-0.321,-0.551,0.356
2022-02-28,Industrials,0.501,33.815,0.233,-1.568,0.047,0.036,0.414
2022-02-28,Information Technology,0.332,-102.05,0.292,-9.241,-0.022,-0.102,0.456
2022-02-28,Materials,0.677,-25.835,0.213,-0.103,0.104,0.159,0.409
2022-02-28,Real Estate,0.740,-1.147,0.120,-1.149,0.023,-0.015,0.554
2022-02-28,Utilities,0.577,-9.034,0.080,-0.663,0.076,0.080,0.588
2022-03-31,Communication Services,0.595,630.149,0.278,-0.941,-0.017,-0.101,0.518
2022-03-31,Consumer Discretionary,0.481,0.960,0.380,-14.098,0.077,0.073,0.598
2022-03-31,Consumer Staples,0.457,71.021,0.400,-0.926,0.017,0.017,0.457
2022-03-31,Energy,0.966,1.012,0.170,-0.597,0.106,-0.005,0.448
2022-03-31,Financials,0.828,17.133,0.072,0.185,0.048,0.090,0.407
2022-03-31,Health Care,0.449,4.366,0.027,-28.376,-0.329,-0.550,0.355
2022-03-31,Industrials,0.503,34.032,0.232,-1.583,0.044,0.039,0.413
2022-03-31,Information Technology,0.336,-43.329,0.290,-9.641,-0.021,-0.110,0.453
2022-03-31,Materials,0.672,-29.443,0.211,-0.150,0.091,0.140,0.404
2022-03-31,Real Estate,0.756,9.973,0.111,-1.518,0.018,-0.014,0.542
2022-03-31,Utilities,0.576,-7.432,0.080,-0.673,0.076,0.080,0.589
2022-04-30,Communication Services,0.596,500.358,0.276,-0.996,-0.017,-0.101,0.523
2022-04-30,Consumer Discretionary,0.483,1.496,0.381,-14.159,0.077,0.073,0.600
2022-04-30,Consumer Staples,0.451,67.335,0.399,-0.926,0.015,0.009,0.481
2022-04-30,Energy,0.966,1.282,0.170,-0.597,0.106,-0.005,0.448
2022-04-30,Financials,0.829,16.002,0.072,0.193,0.048,0.146,0.407
2022-04-30,Health Care,0.449,6.257,0.029,-28.224,-0.333,-0.540,0.355
2022-04-30,Industrials,0.502,31.947,0.231,-1.862,0.036,0.028,0.414
2022-04-30,Information Technology,0.337,-39.849,0.291,-9.624,-0.021,-0.109,0.453
2022-04-30,Materials,0.677,-30.725,0.210,-0.153,0.090,0.140,0.405
2022-04-30,Real Estate,0.756,5.010,0.111,-1.518,0.018,-0.014,0.542
2022-04-30,Utilities,0.577,-12.162,0.079,-0.686,0.076,0.077,0.589
2022-05-31,Communication Services,0.643,29.444,0.279,-0.783,-0.025,-0.213,0.607
2022-05-31,Consumer Discretionary,0.548,-16.354,0.391,-13.514,0.074,-0.481,0.609
2022-05-31,Consumer Staples,0.485,160.706,0.407,-0.869,0.007,0.349,0.568
2022-05-31,Energy,0.666,8.152,0.200,-0.514,0.128,-0.234,0.397
2022-05-31,Financials,0.813,13.938,0.071,0.172,0.045,0.129,0.414
2022-05-31,Health Care,0.545,-416.24,0.027,-28.045,-0.317,-0.839,0.348
2022-05-31,Industrials,0.535,21.247,0.238,-2.446,0.032,-0.137,0.435
2022-05-31,Information Technology,0.374,13.069,0.299,-8.972,-0.028,-0.107,0.386
2022-05-31,Materials,0.648,-16.272,0.222,-0.123,0.098,-0.018,0.406
2022-05-31,Real Estate,0.745,32.901,0.127,-1.547,0.022,0.016,0.512
2022-05-31,Utilities,0.579,19.456,0.083,-0.669,0.078,0.083,0.585
2022-06-30,Communication Services,0.641,28.996,0.270,-1.325,-0.030,-0.199,0.607
2022-06-30,Consumer Discretionary,0.570,-12.883,0.391,-13.373,0.073,-0.344,0.609
2022-06-30,Consumer Staples,0.494,141.234,0.409,-0.874,0.008,0.358,0.566
2022-06-30,Energy,0.677,5.904,0.200,-0.507,0.128,-0.260,0.398
2022-06-30,Financials,0.813,13.847,0.073,0.175,0.045,0.130,0.413
2022-06-30,Health Care,0.545,-423.74,0.028,-28.212,-0.317,-0.842,0.349
2022-06-30,Industrials,0.535,21.381,0.239,-2.447,0.032,-0.123,0.431
2022-06-30,Information Technology,0.377,-0.295,0.301,-8.992,-0.032,-0.109,0.477
2022-06-30,Materials,0.644,-15.614,0.221,-0.124,0.096,-0.020,0.404
2022-06-30,Real Estate,0.772,22.932,0.129,-2.623,0.024,0.016,0.513
2022-06-30,Utilities,0.579,20.370,0.083,-0.669,0.078,0.083,0.585
2022-07-31,Communication Services,0.650,30.373,0.269,-1.420,-0.032,-0.202,0.604
2022-07-31,Consumer Discretionary,0.575,-14.601,0.392,-13.343,0.072,-0.344,0.608
2022-07-31,Consumer Staples,0.494,190.181,0.407,-0.879,-0.003,0.356,0.570
2022-07-31,Energy,0.674,7.993,0.198,-0.509,0.126,-0.262,0.403
2022-07-31,Financials,0.813,14.713,0.074,0.179,0.046,0.131,0.414
2022-07-31,Health Care,0.546,-435.88,0.029,-28.251,-0.316,-0.842,0.349
2022-07-31,Industrials,0.537,31.821,0.239,-2.458,0.032,-0.130,0.430
2022-07-31,Information Technology,0.377,-21.724,0.300,-19.956,-0.036,-0.122,0.483
2022-07-31,Materials,0.652,-15.547,0.221,-0.122,0.098,-0.014,0.401
2022-07-31,Real Estate,0.766,36.579,0.126,-2.558,0.023,0.015,0.512
2022-07-31,Utilities,0.579,20.268,0.083,-0.669,0.078,0.083,0.585
2022-08-31,Communication Services,0.863,0.136,0.274,-0.910,-0.023,-0.548,0.529
2022-08-31,Consumer Discretionary,0.733,7.077,0.382,-16.954,0.060,-0.327,0.605
2022-08-31,Consumer Staples,0.545,42.731,0.403,-0.416,-0.007,0.150,0.525
2022-08-31,Energy,0.822,4.267,0.234,-0.527,0.173,0.044,0.450
2022-08-31,Financials,0.910,53.638,0.072,0.151,0.042,0.105,0.411
2022-08-31,Health Care,0.714,5.133,0.012,-28.311,-0.335,-0.948,1.027
2022-08-31,Industrials,0.664,37.708,0.242,-3.059,0.034,-0.043,0.485
2022-08-31,Information Technology,0.504,-48.778,0.300,-9.500,-0.039,-0.192,0.500
2022-08-31,Materials,0.865,1.276,0.223,-0.283,0.094,0.083,0.412
2022-08-31,Real Estate,1.000,-35.113,0.134,-3.503,0.011,-0.092,0.526
2022-08-31,Utilities,0.610,70.158,0.082,-0.458,0.078,0.080,0.585
2022-09-30,Communication Services,0.862,0.558,0.274,-0.912,-0.029,-0.689,0.521
2022-09-30,Consumer Discretionary,0.762,5.635,0.384,-17.024,0.060,-0.376,0.606
2022-09-30,Consumer Staples,0.546,47.906,0.400,-0.418,-0.007,0.154,0.527
2022-09-30,Energy,0.821,3.604,0.234,-0.525,0.173,0.072,0.450
2022-09-30,Financials,0.911,45.529,0.072,0.151,0.042,0.105,0.411
2022-09-30,Health Care,0.711,4.542,0.012,-28.671,-0.333,-0.946,1.028
2022-09-30,Industrials,0.663,37.071,0.242,-3.056,0.034,-0.068,0.486
2022-09-30,Information Technology,0.510,-46.448,0.301,-9.567,-0.040,-0.203,0.418
2022-09-30,Materials,0.866,1.581,0.221,-0.390,0.088,0.078,0.409
2022-09-30,Real Estate,0.992,-34.945,0.135,-8.263,0.012,-0.092,0.526
2022-09-30,Utilities,0.610,65.375,0.082,-0.458,0.078,0.080,0.585
2022-10-31,Communication Services,0.850,1.323,0.274,-0.912,-0.034,-0.689,0.516
2022-10-31,Consumer Discretionary,0.762,6.083,0.383,-17.061,0.058,-0.382,0.607
2022-10-31,Consumer Staples,0.541,47.549,0.399,-0.426,-0.011,0.220,0.531
2022-10-31,Energy,0.820,6.830,0.233,-0.528,0.174,0.076,0.448
2022-10-31,Financials,0.912,50.379,0.072,0.152,0.041,0.105,0.412
2022-10-31,Health Care,0.711,6.361,0.012,-28.895,-0.351,-1.422,1.034
2022-10-31,Industrials,0.668,38.119,0.242,-3.036,0.031,-0.040,0.489
2022-10-31,Information Technology,0.512,-3.100,0.305,-9.447,-0.038,-0.204,0.420
2022-10-31,Materials,0.860,3.134,0.222,-2.971,0.092,0.084,0.412
2022-10-31,Real Estate,0.992,-28.463,0.137,-8.069,0.017,-0.092,0.553
2022-10-31,Utilities,0.611,61.679,0.082,-0.457,0.078,0.081,0.585
2022-11-30,Communication Services,0.955,68.477,0.277,-0.656,-0.026,-0.498,0.511
2022-11-30,Consumer Discretionary,0.823,2.679,0.383,-18.697,0.051,-0.110,0.638
2022-11-30,Consumer Staples,0.623,4.452,0.392,-0.391,-0.010,-0.016,0.511
2022-11-30,Energy,0.859,23.123,0.260,-0.595,0.203,0.166,0.513
2022-11-30,Financials,0.943,18.233,0.069,0.127,0.038,0.090,0.416
2022-11-30,Health Care,0.743,5.351,-0.003,-4.675,-0.386,-1.680,0.415
2022-11-30,Industrials,0.716,25.932,0.246,-3.770,0.026,0.010,0.440
2022-11-30,Information Technology,0.531,-0.918,0.302,-4.398,-0.036,-0.234,0.486
2022-11-30,Materials,0.980,46.514,0.214,-3.060,0.073,0.035,0.416
2022-11-30,Real Estate,1.146,12.387,0.139,-7.639,0.016,-0.195,0.549
2022-11-30,Utilities,0.662,36.376,0.081,-0.203,0.077,0.071,0.586
2022-12-31,Communication Services,0.958,59.589,0.280,-0.618,-0.024,-0.492,0.505
2022-12-31,Consumer Discretionary,0.838,4.779,0.381,-18.776,0.054,-0.173,0.639
2022-12-31,Consumer Staples,0.622,5.804,0.391,-0.394,-0.007,-0.030,0.497
2022-12-31,Energy,0.865,23.501,0.265,-0.601,0.208,0.170,0.514
2022-12-31,Financials,0.946,17.300,0.069,0.127,0.037,0.089,0.415
2022-12-31,Health Care,0.742,5.004,-0.003,-3.937,-0.382,-1.682,0.411
2022-12-31,Industrials,0.718,24.617,0.246,-3.777,0.026,0.009,0.440
2022-12-31,Information Technology,0.540,-1.361,0.307,-4.292,-0.033,-0.229,0.491
2022-12-31,Materials,0.981,60.351,0.214,-3.060,0.074,0.035,0.416
2022-12-31,Real Estate,1.161,10.608,0.141,-1.996,0.017,-0.170,0.548
2022-12-31,Utilities,0.662,35.201,0.081,-0.203,0.077,0.071,0.586
